source_id,query_id,source_type,search_platform,original_title,english_working_title,author_or_institution,year,doi,stable_url,publisher_or_host,language,document_type,study_area,population_group,core_topic,method_or_data_type,verified_status,overlap_category,matrix_destination,translation_needed,manual_check_needed,notes
R02_JSTAGE_048,R02-Q03,academic_metadata,"J-STAGE WebAPI (service=3, text search)",インドネシアにおける華人同化主義の国策化-プラナカンの志向と政治力学-,The Authorization of Chinese-Assimilationism in Indonesia: Peranakan's Orientations and the Politics,貞好 康志,1996,10.5512/sea.1996.3,https://www.jstage.jst.go.jp/article/sea1971/1996/25/1996_25_3/_article/-char/ja/,東南アジア －歴史と文化－,ja,Article,,Chinese residents,chinese,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese; manual verification required
R02_JSTAGE_049,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",河原典史：カナダにおける日本人水産移民の歴史地理学研究,"Kawahara, N.: Historical Geographical Research of Japanese Fishing Immigrants on the West Coast of Canada before the World War II",花木 宏直,2021,10.4157/grj.94.174,https://www.jstage.jst.go.jp/article/grj/94/3/94_174/_article/-char/ja/,地理学評論 Series A,ja,Article,Japan,foreign residents,foreign_resident;japan,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=foreign_resident;japan; manual verification required
R02_JSTAGE_050,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",シドニー大都市圏におけるアジア系留学生の居住分布の空間的特徴,The Residential Distribution of Asian Students in the Greater Sydney:,阿部 亮吾,2021,10.24586/jags.14.3_191,https://www.jstage.jst.go.jp/article/jags/14/3/14_191/_article/-char/ja/,地理空間,ja,Article,,,housing;spatial_method;segregation,spatial_method,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=housing;spatial_method;segregation; manual verification required
R02_JSTAGE_051,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",中国系異文化滞在者の文化変容方略とメンタルヘルス,Acculturation Strategies and Mental Health in Chinese Overseas:,趙 師哲,2020,10.60279/jssco.17.0_56,https://www.jstage.jst.go.jp/article/jssco/17/0/17_56/_article/-char/ja/,華僑華人研究,ja,Article,,Chinese residents,chinese,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese; manual verification required
R02_JSTAGE_052,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人の定住化が死亡動向に与える影響について : 在留資格別人口の変動からの分析,An Impact of Settlements of Foreigners on Mortality Trend : Analysis by the changing of the foreign population classified by statuses of residence,是川 夕,2011,10.24454/jps.47.0_1,https://www.jstage.jst.go.jp/article/jps/47/0/47_KJ00009388883/_article/-char/ja/,人口学研究,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=foreign_resident; manual verification required
R02_JSTAGE_053,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",キャンベラにおける華人社会の空間構造,"Spatial Structure of Chinese Communities in Canberra, ACT",葉 倩瑋,2015,10.24586/jags.8.1_103,https://www.jstage.jst.go.jp/article/jags/8/1/8_103/_article/-char/ja/,地理空間,ja,Article,,Chinese residents,chinese;spatial_method,spatial_method,unverified,D_method_support_candidate,literature_matrix.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese;spatial_method; manual verification required
R02_JSTAGE_054,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",オーストラリア連邦の成立と帰化政策 : 移民の「促進」と「排除」をめぐって,Australian Federation and Naturalization Policy : Inclusion and Exclusion of Immigrants,浅川 晃広,2006,10.20764/asaj.18.0_43,https://www.jstage.jst.go.jp/article/asaj/18/0/18_KJ00008934226/_article/-char/ja/,オーストラリア研究,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=foreign_resident; manual verification required
R02_JSTAGE_055,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",シンポジウムI：アジア系中間層・富裕層とオーストラリアの都市―2000年以降のシドニー都心部の再開発、住宅価格の高騰をめぐる議論に焦点を当てて,Symposium I:Transformation of Sydney and the Asian New Midle Class in the 2000s,,2019,10.20764/asaj.32.32_90,https://www.jstage.jst.go.jp/article/asaj/32/32/32_90/_article/-char/ja/,オーストラリア研究,ja,Article,,,housing,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=housing; manual verification required
R02_JSTAGE_056,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",戦後東アジアにおける出入境管理の比較史から見た香港―1950年代の「香港住民」と「不法移民」概念の形成,Hong Kong in the Comparative Histories of Border Control in Postwar East Asia: The Formation of the Concepts of “Hong Kong Residents” and “Illegal Immigrants” in the 1950s,村井 寛志,2025,10.11479/asianstudies.as25.si10,https://www.jstage.jst.go.jp/article/asianstudies/71/3-4/71_as25.si10/_article/-char/ja/,アジア研究,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=foreign_resident; manual verification required
R02_JSTAGE_057,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",社会学的概念「ソジョナー」の構築,Construction of the Sociological Concept of “Sojourner”:,水上 徹男,2020,10.5637/jpasurban.2020.132,https://www.jstage.jst.go.jp/article/jpasurban/2020/38/2020_132/_article/-char/ja/,日本都市社会学会年報,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=japan; manual verification required
R02_JSTAGE_058,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",アイスランドの観光業における中国人移民,Chinese Immigrants in Icelandic Tourism Industry:,金 京,2021,10.60279/jssco.18.0_49,https://www.jstage.jst.go.jp/article/jssco/18/0/18_49/_article/-char/ja/,華僑華人研究,ja,Article,,Chinese residents,chinese;foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese;foreign_resident; manual verification required
R02_JSTAGE_059,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ロシアにおける中国人理解,Chinese “Diaspora” in Russia as a Metaphor,堀江 典生,2013,10.5823/jarees.2013.32,https://www.jstage.jst.go.jp/article/jarees/2013/42/2013_32/_article/-char/ja/,ロシア・東欧研究,ja,Article,,Chinese residents,chinese,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese; manual verification required
R02_JSTAGE_060,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",賽漢卓娜（編著）高学歴中国人移民女性のライフコース――仕事・家族・ジェンダー規範――,,叶 尤奇,2025,10.4234/jjoffamilysociology.37.167,https://www.jstage.jst.go.jp/article/jjoffamilysociology/37/2/37_167/_article/-char/ja/,家族社会学研究,ja,Article,,Chinese residents,chinese;foreign_resident,NA,unverified,E_background_candidate,background (pending verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese;foreign_resident; manual verification required
R02_JSTAGE_061,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",石川義孝編：現代日本における民族的エンクレイブ,Yoshitaka Ishikawa (ed.): Ethnic Enclaves in Contemporary Japan,山本 健兒,2021,10.4157/grj.94.472,https://www.jstage.jst.go.jp/article/grj/94/6/94_472/_article/-char/ja/,地理学評論 Series A,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=japan; manual verification required
R02_JSTAGE_062,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ミクロ・リージョンとしての移民社会と「本国」,,園田 節子,2010,10.24638/jcasreview.10.1_16,https://www.jstage.jst.go.jp/article/jcasreview/10/1/10_16/_article/-char/ja/,地域研究,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=foreign_resident; manual verification required
R02_JSTAGE_063,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)","10. 女子の労働参加と出生変動(自由論題報告,第41回大会報告要旨)",,小川 直宏,1990,10.24454/jps.13.0_87_1,https://www.jstage.jst.go.jp/article/jps/13/0/13_KJ00009386168/_article/-char/ja/,人口学研究,ja,Article,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=none; manual verification required
R02_JSTAGE_064,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)","11. オーストラリアにおける中国系移民(自由論題報告,第41回大会報告要旨)",,長山 光治,1990,10.24454/jps.13.0_87_2,https://www.jstage.jst.go.jp/article/jps/13/0/13_KJ00009386169/_article/-char/ja/,人口学研究,ja,Article,,Chinese residents,chinese;foreign_resident,NA,unverified,E_background_candidate,background (pending verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese;foreign_resident; manual verification required
R02_JSTAGE_065,R02-Q04,academic_metadata,"J-STAGE WebAPI (service=3, text search)","12. 中国の人口移動と都市化(自由論題報告,第41回大会報告要旨)",,早瀬 保子,1990,10.24454/jps.13.0_87_3,https://www.jstage.jst.go.jp/article/jps/13/0/13_KJ00009386170/_article/-char/ja/,人口学研究,ja,Article,,Chinese residents,chinese,NA,unverified,E_background_candidate,background (pending verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-A; concepts=chinese; manual verification required
R02_JSTAGE_066,R02-Q05,academic_metadata,"J-STAGE WebAPI (service=3, text search)",東京都北区のバングラデシュ国籍在留外国人の居住環境に関する研究,"A STUDY ON LIVING ENVIRONMENT OF BANGLADESH NATIONALITY FOREIGN RESIDENTS IN KITA-KU, TOKYO",北原 玲子,2014,10.3130/aija.79.873,https://www.jstage.jst.go.jp/article/aija/79/698/79_873/_article/-char/ja/,日本建築学会計画系論文集,ja,Article,Tokyo/Japan,foreign residents,foreign_resident;housing;japan;tokyo,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-B; concepts=foreign_resident;housing;japan;tokyo; manual verification required
R02_JSTAGE_067,R02-Q05,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人関係の2統計の比較,Comparing the Number of Foreign Residents between the Two Major Population Statistics in Japan,石川 義孝,2005,10.24454/jps.37.0_83,https://www.jstage.jst.go.jp/article/jps/37/0/37_KJ00009383097/_article/-char/ja/,人口学研究,ja,Article,,foreign residents,foreign_resident;spatial_method,spatial_method,unverified,D_method_support_candidate,literature_matrix.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-B; concepts=foreign_resident;spatial_method; manual verification required
R02_JSTAGE_068,R02-Q05,academic_metadata,"J-STAGE WebAPI (service=3, text search)",在留外国人の社会関係形成・維持における宗教施設の役割──茨城県南部におけるフィリピン人を事例に──,Making and Maintaining Social Relationships of Foreign Residents through Religious Facilities: Case Study of Filipinos in Southern Part of Ibaraki Prefecture,川添 航,2020,10.4157/grj.93.221,https://www.jstage.jst.go.jp/article/grj/93/3/93_930305/_article/-char/ja/,地理学評論 Series A,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-B; concepts=foreign_resident; manual verification required
R02_JSTAGE_069,R02-Q05,academic_metadata,"J-STAGE WebAPI (service=3, text search)",2023年度第１回東日本地域部会,,,2024,10.24454/jps.2407001,https://www.jstage.jst.go.jp/article/jps/60/0/60_2407001/_article/-char/ja/,人口学研究,ja,Article,Japan,,japan,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-B; concepts=japan; manual verification required
R02_JSTAGE_070,R02-Q05,academic_metadata,"J-STAGE WebAPI (service=3, text search)",異文化による業務上の困難さを感じる保健師の特徴～首都圏における外国人居住者への母子保健活動を通して～,Backgrounds of public health nurses who encounter difficulties caused by cultural differences when providing maternal and child health services to foreign residents in a metropolitan area of Japan,池田 絹代,2022,10.11197/jaih.37.199,https://www.jstage.jst.go.jp/article/jaih/37/4/37_199/_article/-char/ja/,国際保健医療,ja,Article,Tokyo/Japan,foreign residents,foreign_resident;housing;service;tokyo,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-B; concepts=foreign_resident;housing;service;tokyo; manual verification required
R02_JSTAGE_071,R02-Q05,academic_metadata,"J-STAGE WebAPI (service=3, text search)",在留外国人の増加と自治体行財政の課題,,沼尾 波子,2021,10.34559/kenkyujyoshiryo.133.1_105,https://www.jstage.jst.go.jp/article/kenkyujyoshiryo/133/1/133_105/_article/-char/ja/,研究所資料,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-B; concepts=foreign_resident; manual verification required
